sessionId,startTs,endTs,durationMs,toolCounts,editAttempts,editFirstTryFailures,editFirstTryFailureRate,maxGrepLoopDepth,intentBucket,intentConfidence,userPromptCount,filesTouched,inputTokens,outputTokens,cacheCreationTokens,cacheReadTokens
34b61b50-6e5c-4603-8d7e-4ebd354fd8b4,2026-03-29T23:55:37.988Z,2026-03-29T23:55:38.005Z,17,{},0,0,0.0000,0,other,0.0000,1,,,,,
36c1c57e-3e39-4a63-8603-d619a66b7d86,2026-04-21T02:16:40.545Z,2026-04-21T02:16:41.192Z,647,{},0,0,0.0000,0,refactor,0.2000,1,,0,0,0,0
36ce9a4c-fd1a-4455-b0e7-5920f628ad82,2026-03-30T23:32:54.110Z,2026-03-30T23:33:24.034Z,29924,{},0,0,0.0000,0,review,0.1000,1,,6,788,46514,28648
36e61456-6a17-4018-a8e4-1e565f0f78b8,2026-04-04T20:02:39.965Z,2026-04-05T14:51:18.087Z,67718122,"{""Agent"":5,""Grep"":35,""Read"":96,""ToolSearch"":1,""TaskCreate"":26,""TaskUpdate"":52,""Edit"":109,""Write"":19,""Bash"":148,""Glob"":1}",109,0,0.0000,4,meta-ux,0.1111,18,C:\Web App\Agent IDE\src\main\router\orchestrator.ts|C:\Web App\Agent IDE\src\main\agentChat\chatOrchestrationRequestSupport.ts|C:\Web App\Agent IDE\src\main\router\routerTypes.ts|C:\Web App\Agent IDE\src\main\router\routerLogger.ts|C:\Web App\Agent IDE\src\main\router\featureExtractor.ts|C:\Web App\Agent IDE\src\main\router\classifier.ts|C:\Web App\Agent IDE\src\main\router\index.ts|C:\Web App\Agent IDE\src\main\router\routerFeedback.ts|C:\Web App\Agent IDE\src\main\router\routerLogger.test.ts|C:\Web App\Agent IDE\src\main\router\routerFeedback.test.ts|C:\Web App\Agent IDE\src\main\agentChat\chatOrchestrationRequestSupport.test.ts|C:\Web App\Agent IDE\src\main\router\orchestrator.test.ts|C:\Web App\Agent IDE\src\main\hooks.ts|C:\Web App\Agent IDE\src\main\hooksNet.ts|C:\Web App\Agent IDE\src\main\router\routerShadow.ts|C:\Web App\Agent IDE\src\main\router\routerShadow.test.ts|C:\Web App\Agent IDE\src\main\hooksSessionHandlers.ts|C:\Web App\Agent IDE\src\main\router\qualitySignalTypes.ts|C:\Web App\Agent IDE\src\main\router\qualitySignalCollectorHelpers.ts|C:\Web App\Agent IDE\src\main\router\qualitySignalCollector.ts|C:\Web App\Agent IDE\src\main\main.ts|C:\Web App\Agent IDE\src\main\router\qualitySignalCollector.test.ts|C:\Web App\Agent IDE\tools\train-router.py|C:\Web App\Agent IDE\src\main\configSchemaTail.ts|C:\Web App\Agent IDE\src\main\router\routerExporterHelpers.ts|C:\Web App\Agent IDE\src\main\router\routerExporter.ts|C:\Web App\Agent IDE\src\main\router\llmFallback.ts|C:\Web App\Agent IDE\src\main\router\llmJudge.ts|C:\Web App\Agent IDE\src\main\router\routerExporter.test.ts|C:\Web App\Agent IDE\src\main\mainStartup.ts|C:\Web App\Agent IDE\src\main\router\retrainTriggerHelpers.ts|C:\Web App\Agent IDE\src\main\router\retrainTrigger.ts|C:\Web App\Agent IDE\src\main\router\retrainTrigger.test.ts|C:\Web App\Agent IDE\src\renderer\components\Analytics\AnalyticsDashboard.tsx|C:\Web App\Agent IDE\src\main\ipc-handlers\index.ts|C:\Web App\Agent IDE\src\preload\preloadSupplementalApis.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\routerStats.ts|C:\Web App\Agent IDE\src\main\ipc.ts|C:\Web App\Agent IDE\src\renderer\types\electron-workspace.d.ts|C:\Web App\Agent IDE\src\renderer\types\electron-observability.d.ts|C:\Web App\Agent IDE\src\renderer\hooks\useRouterStats.ts|C:\Web App\Agent IDE\src\renderer\components\Analytics\RouterAnalyticsPanel.tsx|C:\Users\coles\AppData\Local\Temp\claude\C--Web-App-Agent-IDE\36e61456-6a17-4018-a8e4-1e565f0f78b8\tasks\bk3fnwxxi.output|C:\Web App\Agent IDE\src\main\hooksLifecycleHandlers.test.ts|C:\Web App\Agent IDE\src\renderer\components\FileViewer\binaryObjectUrl.test.ts|C:\Web App\Agent IDE\src\renderer\components\FileViewer\binaryObjectUrl.ts|C:\Web App\Agent IDE\src\main\contextLayer\contextLayerController.test.ts|C:\Web App\Agent IDE\src\renderer\hooks\useAgentEvents.workspaceDispatchers.ts|C:\Web App\Agent IDE\src\renderer\hooks\useAgentEvents.ts|C:\Web App\Agent IDE\src\renderer\hooks\useAgentEvents.workspaceDispatchers.test.ts|C:\Web App\Agent IDE\src\renderer\hooks\useAgentEvents.routing.test.ts|C:\Web App\Agent IDE\assets\hooks\pre_commit_lint.ps1|C:\Web App\Agent IDE\src\renderer\types\electron-foundation.d.ts|C:\Web App\Agent IDE\src\renderer\hooks\useAgentEvents.eventRouting.ts|C:\Web App\Agent IDE\src\main\config.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\ChatControlsBar.rings.test.tsx|C:\Web App\Agent IDE\package.json,26219,158452,5024158,192571967
3707aa0c-a450-4ae9-89e1-e72b33082f5a,2026-04-22T06:21:02.119Z,2026-04-22T06:21:12.440Z,10321,"{""Bash"":1}",0,0,0.0000,0,bug-fix,0.6667,1,,12,430,89330,38256
3733cae7-62be-46cb-9a01-b90e8c1b73d5,2026-03-29T23:46:11.001Z,2026-03-29T23:46:34.302Z,23301,{},0,0,0.0000,0,bug-fix,0.0833,1,,18,2593,31338,111868
37618ea3-20e5-4600-865f-65598e1b004d,2026-03-29T23:44:03.657Z,2026-03-29T23:44:22.400Z,18743,{},0,0,0.0000,0,bug-fix,0.0833,1,,18,1808,28560,111798
38220ca8-18e4-4e3b-abd6-13d8c2f66ab2,2026-03-29T22:51:54.452Z,2026-03-29T23:34:47.438Z,2572986,"{""Read"":27,""Grep"":18,""Agent"":3,""ToolSearch"":4,""TodoWrite"":13,""Edit"":24,""Write"":4,""Bash"":18,""mcp__claude_ai_Context7__resolve-library-id"":1,""mcp__claude_ai_Context7__query-docs"":2,""WebFetch"":3}",24,0,0.0000,5,bug-fix,0.5000,5,C:\Web App\Agent IDE\src\main\codexRateLimits.ts|C:\Web App\Agent IDE\src\renderer\components\Layout\TitleBar.usage.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\TitleBar.usage.parts.tsx|C:\Web App\Agent IDE\src\renderer\types\electron-observability.d.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\miscRegistrars.ts|C:\Web App\Agent IDE\src\renderer\components\Layout\TitleBar.navbar.ts|C:\Web App\Agent IDE\src\renderer\components\Layout\TitleBar.navbar.tsx|C:\Web App\Agent IDE\src\main\ptyCodexCapture.ts|C:\Web App\Agent IDE\src\main\ptyAgentBridge.ts|C:\Web App\Agent IDE\src\main\orchestration\providers\streamJsonTypes.ts|C:\Web App\Agent IDE\src\main\costHistory.ts|C:\Web App\Agent IDE\src\main\orchestration\providers\anthropicAuth.ts|C:\Web App\Agent IDE\src\main\hookInstaller.ts|C:\Web App\Agent IDE\assets\hooks\statusline_capture.ps1|C:\Web App\Agent IDE\src\main\claudeRateLimits.ts|C:\Web App\Agent IDE\src\main\orchestration\providers\claudeCodeHelpers.ts|C:\Web App\Agent IDE\src\main\ptyClaude.ts|C:\Web App\Agent IDE\src\main\ptySpawn.ts|C:\Web App\Agent IDE\src\main\claudeUsagePoller.ts|C:\Web App\Agent IDE\src\main\main.ts,11847,62812,2057894,28474732
3a190df6-9ff0-469c-967e-6ac70b9da615,2026-04-21T02:16:55.249Z,2026-04-21T02:16:55.921Z,672,{},0,0,0.0000,0,bug-fix,0.1667,1,,0,0,0,0
3a9da0d9-6bde-48f2-b6c5-ebb84ac8428b,2026-04-06T03:19:07.315Z,2026-04-06T03:20:08.528Z,61213,"{""Read"":6}",0,0,0.0000,0,bug-fix,0.2500,1,C:\Web App\Agent IDE\src\main\orchestration\providers\providerAdapter.ts|C:\Web App\Agent IDE\src\main\orchestration\providers\claudeCodeState.ts|C:\Web App\Agent IDE\src\main\orchestration\providers\streamJsonTypes.ts|C:\Web App\Agent IDE\src\main\orchestration\providers\claudeCodeAdapter.ts|C:\Web App\Agent IDE\src\main\orchestration\providers\anthropicApiAdapter.ts|C:\Web App\Agent IDE\src\main\orchestration\providers\codexLaunch.ts,17,2858,124794,236215
3ac70bed-5b9a-4f31-bc79-c4118c8c4b1e,2026-04-10T06:18:06.794Z,2026-04-10T06:21:27.452Z,200658,{},0,0,0.0000,0,other,0.0000,3,,60,1926,56204,108710
3adc0382-872e-4eae-ac9f-dca9fe85bda8,2026-04-21T02:14:27.082Z,2026-04-21T02:14:27.704Z,622,{},0,0,0.0000,0,meta-ux,0.2222,1,,0,0,0,0
3b6e1cd5-39b3-4ae2-aa74-bf1856077614,2026-04-06T03:26:26.260Z,2026-04-06T03:28:13.533Z,107273,"{""Read"":5,""Write"":1,""Edit"":1}",1,0,0.0000,0,feature,0.2222,1,C:\Web App\Agent IDE\src\main\web\webServer.ts|C:\Web App\Agent IDE\src\main\web\ptyBatcher.ts|C:\Web App\Agent IDE\src\main\web\broadcast.ts|C:\Web App\Agent IDE\src\main\web\index.ts|C:\Web App\Agent IDE\src\main\web\CLAUDE.md,23,7041,143564,399637
3bfe6dc4-721b-4bba-ab3c-df974f7b0c02,2026-04-06T20:45:49.248Z,2026-04-07T05:15:52.288Z,30603040,"{""Bash"":36,""Agent"":25,""Write"":2,""ToolSearch"":1,""TaskCreate"":6,""TaskUpdate"":12,""Grep"":10,""Read"":9}",0,0,0.0000,4,other,0.0000,16,C:\Web App\Agent IDE\deferredbp.md|C:\Web App\Agent IDE\src\main\ipc-handlers\rulesAndSkills.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\files.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\pathSecurity.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\config.ts|C:\Web App\Agent IDE\src\main\windowManagerHelpers.ts|C:\Users\coles\AppData\Local\Temp\claude\C--Web-App-Agent-IDE\3bfe6dc4-721b-4bba-ab3c-df974f7b0c02\tasks\bcu4u5u9e.output,17716,59974,618596,20977337
3c8c71c5-50fe-4955-8d62-d9aa801ac1ad,2026-04-06T03:23:39.058Z,2026-04-06T03:24:30.402Z,51344,"{""Read"":7,""Write"":1}",0,0,0.0000,0,feature,0.2222,1,C:\Web App\Agent IDE\src\main\rulesAndSkills\commandsManager.ts|C:\Web App\Agent IDE\src\main\rulesAndSkills\settingsManager.ts|C:\Web App\Agent IDE\src\main\rulesAndSkills\rulesReader.ts|C:\Web App\Agent IDE\src\main\rulesAndSkills\rulesWatcher.ts|C:\Web App\Agent IDE\src\main\rulesAndSkills\index.ts|C:\Web App\Agent IDE\src\main\rulesAndSkills\rulesDirectoryManager.ts|C:\Web App\Agent IDE\src\main\rulesAndSkills\hooksManager.ts|C:\Web App\Agent IDE\src\main\rulesAndSkills\CLAUDE.md,24,2022,142062,306813
3e058b37-d5b7-40d0-b1d9-4395d42ca19f,2026-04-03T05:38:52.667Z,2026-04-03T05:38:56.123Z,3456,{},0,0,0.0000,0,meta-ux,0.5556,1,,20,163,154048,0
3e7e959f-5ef9-44c2-bb0b-21229b4fc741,2026-04-06T03:50:18.927Z,2026-04-06T03:50:41.331Z,22404,"{""Read"":3}",0,0,0.0000,0,feature,0.1111,1,C:\Web App\Agent IDE\src\renderer\components\SessionReplay\types.ts|C:\Web App\Agent IDE\src\renderer\components\SessionReplay\SessionReplayPanelController.ts|C:\Web App\Agent IDE\src\renderer\components\SessionReplay\exportSessionReport.ts,13,514,88170,90437
3f83ccb8-afe8-4e50-b487-ab613f33021d,2026-04-13T15:46:21.584Z,2026-04-14T15:40:07.851Z,86026267,"{""Read"":21,""Agent"":33,""Skill"":2,""Edit"":40,""ToolSearch"":3,""TaskCreate"":30,""TaskUpdate"":34,""Bash"":107,""Monitor"":1,""Grep"":1}",40,0,0.0000,1,feature,0.1111,20,C:\Web App\Agent IDE\deferredbp.md|C:\Web App\Agent IDE\src\main\agentChat\tokenCalibration.ts|C:\Users\coles\AppData\Local\Temp\claude\C--Web-App-Agent-IDE\3f83ccb8-afe8-4e50-b487-ab613f33021d\tasks\b194u8myj.output|C:\Web App\Agent IDE\.gitignore|C:\Web App\Agent IDE\package.json|C:\Web App\Agent IDE\package-lock.json|C:\Web App\Agent IDE\src\renderer\types\electron-foundation.d.ts|C:\Web App\Agent IDE\src\main\pty.ts|C:\Web App\Agent IDE\src\main\ptyHost\ptyHostMain.ts|C:\Web App\Agent IDE\src\main\claudeUsagePoller.ts|C:\Web App\Agent IDE\src\main\hooksLifecycleHandlers.ts|C:\Web App\Agent IDE\scripts\audit-snapshot-safety.mjs|C:\Web App\Agent IDE\src\main\main.test.ts|C:\Web App\Agent IDE\src\main\router\routerShadow.ts|C:\Web App\Agent IDE\src\main\web\webServer.ts|C:\Web App\Agent IDE\src\main\watchers\nativeWatcher.ts,121203,948113,4964794,104459025
3fa17336-a82b-46db-9e89-62be8e7fbe0f,2026-04-21T02:14:41.641Z,2026-04-21T02:14:42.231Z,590,{},0,0,0.0000,0,feature,0.2222,1,,0,0,0,0
3fa9be33-8f85-408f-bb08-3a74ee10c128,2026-03-29T23:47:02.027Z,2026-03-29T23:47:29.983Z,27956,{},0,0,0.0000,0,feature,0.1111,1,,18,2839,30112,111868
4011583b-9584-4b74-83b5-615d1d486321,2026-04-20T03:19:49.702Z,2026-04-20T03:19:52.107Z,2405,{},0,0,0.0000,0,bug-fix,0.5000,1,,6,16,33828,19038
4195301a-98c4-4966-9fbd-e5a0dfd5f89b,2026-04-21T02:17:50.520Z,2026-04-21T02:17:51.455Z,935,{},0,0,0.0000,0,bug-fix,0.1667,1,,0,0,0,0
4269e0f6-066a-41ef-8cd3-7458ace3748e,2026-03-29T23:47:41.654Z,2026-03-29T23:47:58.558Z,16904,{},0,0,0.0000,0,bug-fix,0.0833,1,,18,1711,30156,111868
439565f2-b7d6-475c-a11f-993bb30f34a0,2026-03-30T23:12:15.839Z,2026-03-30T23:37:31.128Z,1515289,"{""Read"":13,""Grep"":14,""Edit"":2}",2,0,0.0000,11,meta-ux,0.5556,1,C:\Web App\Agent IDE\src\renderer\components\FileTree\fileIconThemeResolver.ts|C:\Web App\Agent IDE\src\renderer\hooks\useFileIconThemes.ts|C:\Web App\Agent IDE\src\renderer\hooks\useProductIconThemes.ts|C:\Web App\Agent IDE\src\renderer\components\shared\ProductIcon.tsx|C:\Web App\Agent IDE\src\renderer\components\FileTree\useFileIconAsset.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\extensionStoreHelpers.ts|C:\Web App\Agent IDE\src\main\contributions\iconThemeLoader.ts|C:\Web App\Agent IDE\src\renderer\components\FileTree\FileTypeIcon.tsx|C:\Web App\Agent IDE\src\renderer\index.html|C:\Web App\Agent IDE\src\renderer\components\FileViewer\binaryObjectUrl.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\pathSecurity.ts|C:\Web App\Agent IDE\src\renderer\components\CommandPalette\CommandItem.tsx,96,73592,863007,5817251
44622d4f-28fa-4c37-b0f4-6c8caf7975f7,2026-04-21T05:35:10.432Z,2026-04-21T06:18:55.393Z,2624961,"{""Glob"":1,""Read"":47,""Edit"":39,""Agent"":5,""ToolSearch"":1,""TodoWrite"":5,""Grep"":33,""Bash"":31}",39,0,0.0000,3,bug-fix,0.4167,6,C:\Web App\Agent IDE\src\renderer\components\Settings\SettingsModal.tsx|C:\Web App\Agent IDE\src\renderer\components\Settings\useSettingsDraft.ts|C:\Web App\Agent IDE\src\renderer\hooks\useConfig.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\ChatControlsBar.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\ChatControlsBar.rings.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatComposer.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatComposerParts.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatComposerSection.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\ChatControlsBarSupport.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\ChatControlsBarSupport.test.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\useAgentChatStreaming.ts|C:\Web App\Agent IDE\src\main\orchestration\providers\claudeCodeEventHandler.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatStreamingHelpers.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatBodyHelpers.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\agentChatWorkspaceActions.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\useAgentChatWorkspace.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\VirtualizedMessageList.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatConversationBody.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatComposerInput.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatConversation.tsx,8510,138630,1352565,73757614
452ac833-2778-47b5-af1e-8ead2b9b7eab,2026-03-30T02:11:19.430Z,2026-03-30T02:11:19.891Z,461,{},0,0,0.0000,0,feature,0.3333,1,,0,0,0,0
45ca3f85-a68b-44dc-bd5f-c639f7f1018d,2026-03-30T02:10:52.901Z,2026-03-30T02:10:53.130Z,229,{},0,0,0.0000,0,refactor,0.4000,1,,0,0,0,0
45f70860-731c-4aee-b4c9-8091a7ace47a,2026-04-21T02:16:04.123Z,2026-04-21T02:16:05.168Z,1045,{},0,0,0.0000,0,feature,0.3333,1,,0,0,0,0
471467c1-aeb3-4f14-85e7-d7a8a3a821d6,2026-03-30T02:11:37.389Z,2026-03-30T02:11:37.606Z,217,{},0,0,0.0000,0,refactor,0.4000,1,,0,0,0,0
473a5102-9b80-4c4f-8e1f-74b45d3856a0,2026-03-30T23:24:38.918Z,2026-03-31T06:07:57.493Z,24198575,"{""Grep"":2,""Read"":1,""Edit"":1}",1,0,0.0000,1,other,0.0000,1,C:\Web App\Agent IDE\src\renderer\components\AgentChat\SlashCommandMenu.tsx,21,1252,133717,328152
48b3cdb7-ebba-4640-afdc-f35a31a47b73,2026-04-21T02:16:32.481Z,2026-04-21T02:16:33.407Z,926,{},0,0,0.0000,0,bug-fix,0.2500,1,,0,0,0,0
4916b2ba-25c9-45eb-8cdc-cb80c58859fa,2026-04-16T16:20:18.492Z,2026-04-16T16:49:34.154Z,1755662,"{""Glob"":2,""Read"":16,""Bash"":26,""ToolSearch"":3,""TaskCreate"":8,""Grep"":2,""TaskUpdate"":3,""Agent"":2}",0,0,0.0000,2,review,0.1000,1,C:\Web App\Agent IDE\roadmap\session-handoff.md|C:\Web App\Agent IDE\roadmap\roadmap.md|C:\Web App\Agent IDE\roadmap\wave-27-plan.md|C:\Web App\Agent IDE\src\main\agentChat\subagentTracker.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\subagent.ts|C:\Web App\Agent IDE\src\main\agentChat\subagentTracker.test.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\subagent.test.ts|C:\Web App\Agent IDE\src\main\ipc.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\index.ts|C:\Web App\Agent IDE\src\renderer\types\electron.d.ts|C:\Web App\Agent IDE\src\main\configSchemaMiddle.ts|C:\Web App\Agent IDE\src\main\hooks.ts|C:\Web App\Agent IDE\src\preload\preloadSupplementalProfileApis.ts|C:\Web App\Agent IDE\src\renderer\types\electron-profile.d.ts|C:\Web App\Agent IDE\src\renderer\types\electron-agent-chat.d.ts|C:\Web App\Agent IDE\src\renderer\types\electron-subagent.d.ts,24650,78892,1460466,10032744
49aa246e-e86c-4cdf-a591-0e2550998fc8,2026-04-26T19:20:36.391Z,2026-04-26T19:20:45.661Z,9270,{},0,0,0.0000,0,review,0.2000,1,,20,984,130376,0
49eb4c94-8423-42c4-a6ab-337812d918aa,2026-03-30T03:28:41.618Z,2026-03-30T03:29:02.635Z,21017,{},0,0,0.0000,0,other,0.0000,2,,4,16,55915,14162
49f4230c-c46f-4fe0-8c9d-42113fb1a052,2026-04-21T02:11:37.243Z,2026-04-21T02:11:37.915Z,672,{},0,0,0.0000,0,refactor,0.2000,1,,0,0,0,0
4cf1e5fb-ec1b-4e0c-9d4d-28f1002fcad4,2026-04-24T18:56:37.755Z,2026-04-24T18:59:56.585Z,198830,{},0,0,0.0000,0,other,0.0000,1,,20,490,114866,0
4dad5819-f9a6-4853-b560-c251b7683a33,2026-03-29T23:49:03.198Z,2026-03-29T23:49:41.604Z,38406,{},0,0,0.0000,0,meta-ux,0.2222,1,,18,4150,30298,111868
501cba05-e113-4044-b675-795bb45adbd3,2026-04-06T03:36:15.605Z,2026-04-06T03:36:37.415Z,21810,"{""Read"":3}",0,0,0.0000,0,feature,0.2222,1,C:\Web App\Agent IDE\src\renderer\components\DiffReview\types.ts|C:\Web App\Agent IDE\src\renderer\components\DiffReview\DiffReviewPanel.tsx|C:\Web App\Agent IDE\src\renderer\components\DiffReview\DiffReviewPanelState.tsx,13,1521,85833,90192
50feb566-a56b-4f2f-94f0-b0cf7845bcf7,2026-04-21T02:13:27.508Z,2026-04-21T02:13:28.192Z,684,{},0,0,0.0000,0,meta-ux,0.4444,1,,0,0,0,0
51109c34-600f-4d95-9639-1f63802b40b0,2026-04-02T02:01:45.506Z,2026-04-02T02:01:51.134Z,5628,{},0,0,0.0000,0,meta-ux,0.5556,1,,6,76,74984,0
511dc14d-f4db-4b66-8346-9dbc52776198,2026-04-21T05:41:17.239Z,2026-04-21T05:41:23.478Z,6239,{},0,0,0.0000,0,other,0.0000,1,,20,712,42964,66698
51d2c820-0a7a-447f-ae4a-de9ae309c39c,2026-04-06T03:28:21.093Z,2026-04-06T03:29:32.044Z,70951,"{""Read"":1}",0,0,0.0000,0,bug-fix,0.1667,1,C:\Web App\Agent IDE\src\main\CLAUDE.md,11,1168,73432,113348
53126dd6-bc59-43d1-bc72-7a6c7fd3dd7a,2026-04-20T00:49:25.330Z,2026-04-20T03:33:23.788Z,9838458,"{""Bash"":68,""Read"":100,""Grep"":101,""Write"":1,""Edit"":58}",58,0,0.0000,11,bug-fix,0.0833,18,C:\Web App\Agent IDE\src\main\configStoreLazy.ts|C:\Web App\Agent IDE\src\main\configPreflight.ts|C:\Web App\Agent IDE\src\main\main.ts|C:\Web App\Agent IDE\src\main\workspaceTrust.ts|C:\Web App\Agent IDE\src\renderer\App.tsx|C:\Web App\Agent IDE\src\renderer\hooks\useConfig.ts|C:\Web App\Agent IDE\src\renderer\hooks\useInnerAppEffects.ts|C:\Web App\Agent IDE\src\main\auth\tokenRefreshManager.ts|C:\Web App\Agent IDE\src\main\mainStartup.ts|C:\Web App\Agent IDE\src\main\codebaseGraph\indexingWorkerClient.ts|C:\Web App\Agent IDE\src\main\codebaseGraph\graphDatabase.ts|C:\Users\coles\fix_trust.mjs|C:\Web App\Agent IDE\roadmap\session-handoff.md|C:\Web App\Agent IDE\src\main\orchestration\contextSelector.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\agentChatContext.ts|C:\Web App\Agent IDE\src\main\orchestration\graphSummaryBuilder.ts|C:\Web App\Agent IDE\src\main\orchestration\contextPacketBuilder.ts|C:\Web App\Agent IDE\src\main\agentConflict\conflictMonitor.ts|C:\Web App\Agent IDE\src\main\orchestration\contextWorker.ts|C:\Web App\Agent IDE\src\main\codebaseGraph\graphPageRank.ts|C:\Web App\Agent IDE\src\main\configSchemaTail.ts|C:\Web App\Agent IDE\src\main\jankDetector.ts|C:\Web App\Agent IDE\src\main\codebaseGraph\autoSync.ts|C:\Web App\Agent IDE\src\main\codebaseGraph\systemTwoRegistry.ts|C:\Web App\Agent IDE\src\main\codebaseGraph\indexingPipeline.ts|C:\Web App\Agent IDE\src\renderer\components\Onboarding\FirstRunTour.tsx|C:\Web App\Agent IDE\src\renderer\components\Changelog\ChangelogDrawer.tsx|C:\Web App\Agent IDE\src\renderer\components\Changelog\useShouldShowChangelog.ts|C:\Web App\Agent IDE\src\preload\preload.ts|C:\Web App\Agent IDE\src\main\logger.ts|C:\Web App\Agent IDE\src\main\codebaseGraph\indexingWorker.ts|C:\Web App\Agent IDE\src\main\loggerQueue.ts|C:\Web App\Agent IDE\src\main\fdPressureDiagnostics.ts|C:\Web App\Agent IDE\src\main\agentChat\threadStore.ts|C:\Web App\Agent IDE\src\main\config.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\sessions.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\miscRegistrars.ts|C:\Web App\Agent IDE\src\renderer\components\Layout\EdgeDropZones.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\layoutPresets\LayoutPresetResolver.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\InnerAppLayout.tsx|C:\Web App\Agent IDE\src\renderer\components\Settings\GeneralSection.tsx|C:\Web App\Agent IDE\src\renderer\components\Settings\PlatformSection.tsx|C:\Web App\Agent IDE\src\main\menu.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatTabBar.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatTabBarParts.extra.tsx|C:\Web App\Agent IDE\src\renderer\components\Settings\settingsEntries.ts|C:\Web App\Agent IDE\src\main\windowManager.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatTabBarParts.tsx|C:\Web App\Agent IDE\src\main\agentChat\threadStoreSqliteHelpers.ts|C:\Web App\Agent IDE\src\main\agentChat\threadStoreSqlite.ts|C:\Web App\Agent IDE\src\main\agentChat\threadStoreSqliteFts.ts|C:\Web App\Agent IDE\src\renderer\components\Layout\TitleBar.menus.ts|C:\Web App\Agent IDE\src\main\windowManagerChatWindow.ts|C:\Web App\Agent IDE\src\renderer\components\Layout\layoutPresets\presets.ts|C:\Web App\Agent IDE\src\renderer\hooks\useChatWindowMode.ts|C:\Web App\Agent IDE\src\main\ipc-handlers\sessionCrud.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\AgentChatWorkspace.tsx,819,380149,1836736,215665283
534995cd-6d84-4273-8cb6-57835e66459d,2026-04-21T02:15:34.363Z,2026-04-21T02:15:35.036Z,673,{},0,0,0.0000,0,bug-fix,0.0833,1,,0,0,0,0
53b75663-2109-401f-927a-72e418c65f03,2026-04-03T01:24:43.900Z,2026-04-03T01:27:18.599Z,154699,"{""Grep"":3,""Read"":6,""Glob"":1,""Bash"":4,""Edit"":4}",4,0,0.0000,2,bug-fix,0.0833,1,C:\Web App\Agent IDE\src\main\router\classifier.ts|C:\Web App\Agent IDE\electron.vite.config.ts|C:\Web App\Agent IDE\src\main\router\orchestrator.ts|C:\Web App\Agent IDE\src\main\router\classifier.test.ts,4816,5043,164113,1300618
541deeb6-9f11-4c67-bac1-26b306592f5a,2026-04-14T19:04:53.183Z,2026-04-14T19:25:05.961Z,1212778,{},0,0,0.0000,0,bug-fix,0.4167,3,,60,2068,232732,81930
